review,sentiment,product_category
"This is a really cute dress  just did not look flattering on me at all. i suppose i could have gone down a size  however i just did not love it. i am 5'3"" 130#  athletic build  36dd. i read the other reviews and everyone loves this dress. here is what i did not like. there are pockets  which i cannot figure out the purpose  that lay oddly all bunched up right at the hips. due to the shape of the dress  it bunches out. on my short frame  it made me look shorter and wider. the fabric is a lightwei",0,Dresses
I was so excited to get this dress  and it was such a disappointment! it looks so cute on the model  but it was very different when i got it. the color is a lot more yellow than i thought it would be  and the pattern just looked a bit strange--it stood out more against the yellow instead of looking neutral. the dress fit really awkwardly on the top. the straps were way too long  and the chest area was practically baggy when i put it on. i normally wear a 4p  and i ordered down to a 2p. the waist,0,Dresses
I ordered this dress in the green color. the dress did not look like the picture. i returned the dress since it looked like something to wear to a farm barnyard dance. i returned the dress.,0,Dresses
Loved how this top looked online and couldn't wait to get it. i ordered the xs and it was huge and also very short in length compared to the picture online. i love the fabric and design but the fit was totally off. this is going back!,0,Blouses
I ordered this cardigan on sale and it was a wonderful fit and color. just the light sort of cute pullover i was looking for to keep and wear at work. unfortunately  it is poorly made. i wore it once and it already started to fray and fall apart. after closely inspecting the cause  i realized that the threads in the sweater are not fully sewed together  so the minute you put it on  one will start to unravel leading to a domino effect. it is a shame because the design and cut were truly a great f,0,Sweaters
The color is completely off! i loved the way this vest looks in the picture! i was excited to have that vest but unfortunately what i received in the mail was a huge disappointment. it came wrinkled and the brown is not as rich as it is in the picture. very pale. horrible.,0,Jackets
Really loved this dress online and was excited to try it out. when it arrived it was heavy & bulky in the package which didn't bode well. taking it out of the bag  i was surprised at how heavy & thick it was. the picture really looks like it would be a flowy  grecian dress to throw on during a hot summer day ? but in the reality you might drown in sweat. the interior linings promised absolutely no breathing fabric.    wanted to love this as the style is very cute but was disappointed by the mate,0,Dresses
"Loved this top online but when i tried it on it was shorter than expected so only fitting for high waisted bottoms and much more boxy than it appeared online. i wish to high heaven that this top came in a more ""normal"" cut. hip length and slimming  the fabric and collar are beautiful!",0,Fine gauge
I got fooled by this dress's description. it's 100% polyester and not wool as it claims to be! looks cheap.returned it!,0,Dresses
I was interested in this sweater because i actually thought it was a tunic. the sweater is much shorter than i thought. i wish i could return it. i bought a size large which is my normal size.,0,Sweaters
I ordered a size 12 and it was huge on me! very loose fitting dress. i didn't like the material either.,0,Dresses
I bought this very cute t-shirt in sky. wore it once  then washed it according to the washing instuctions (machine washable/dryable). this t-shirt turned into a crop top!!!!! i can't wear it. it's going to goodwill. i would suggest that you air dry this shirt  if you want to take the chance that it won't shrink up several inches.,0,Knits
The wash on these jeans made my hips look twice as big. that in combination with the looser boyfriend cut was not flattering. quality was excellent. denim was thick with the right amount of stretch. unfortunately they had to go back.,0,Jeans
This sweater has the weirdest stitching  although the buttons on the sleeves are a nice touch and the hunter green color is to die...poor fit means poor sweater :),0,Fine gauge
I loved the look of this top online - it had great lines. i was so disappointed when i received it.  it has zero support/lining and i'm not large chested to need a lot. it's also incredibly awkward to get on and the tie in the back is only long enough to knot it  making it even harder to get off. it was returned.,0,Swim
I just returned this top. i agree with the previous reviewer. the neckline is way too deep  i ordered small and i looked ridiculous in it. also the ruffles didn't look so great on me either.,0,Blouses
I agree with the other reviewer about the great colors  but when i took this off the rack to try one  you can see through both layers of fabric. i thought  insulting quality  for the price. i imagine the holes would start after one wearing.,0,Fine gauge
The back of the shirt has a tag stitched in with red thread that goes through to the outside of the shirt. it is very visible and looks terrible - especially since the back is the focal point of the shirt. do not recommend,0,Knits
"Couldn't make it work  even belted. ivory color is darker irl--dingy light tan  like dirty vintage. ""drop"" waist is not dropped at all  just a maternity-ish cut that starts boxy-loose high up (below bust)  then abruptly flares out at bellybutton level (not low hip) into the skirt. i usually find a-line cuts good at giving illusion of a willowy  curvy waist  but this does not--adds ten pounds. poly fabric heavy/hot; rayon lining awkward and doesn't flow/drape. (5'3'' 127lb 34a  tried xs)",0,Dresses
The dress is extremely high quality! i purchased the dress in black. the white collared shirt that the model is wearing under the dress is not part of the dress. the dress overall is like a balloon. unless you're extremely tall and skinny this dress makes you look bigger! i ordered the small petite and am 125 lbs and 5'4. i really wanted to like this dress but unfortunately it's going back:( the petite hits 3 inches above the knee for reference.,0,Dresses
I returned the dress because the color was not as pictured in the online photo. i did not like the color.,0,Dresses
This dress is not flattering. the slip is very small and short and the dress is big and billowy. like the other reviewer said  its more like a tablecloth that you stick your head through. it was really hard to figure out how to cinch in the waist but it didn't help regardless. the length is not accurate either. i would say it's a pretty short dress (mid thigh) but that probably depends on the person. it also makes you look very horizontal. i was really excited about this dress but it's getting r,0,Dresses
The price is high and i have to dry clean this? no thanks.,0,Blouses
The fit of this top is nothing like in the photo. the blouse on the model must be pinned back to achieve that fitted silhouette. in reality this top is baggy and boxy and runs at least one size large. the embroidery  details  and soft material are great  but the fit is off entirely. this item is going back.,0,Knits
This top was very cute but super short- and i am a short waisted petitie person-the waistline hits above your belly button- looks very silly.,0,Blouses
I was very shocked to receive this dress with a rusty zipper  looks like crusty white rust . see attached pictures. the dress fabric is very nice and i did try it on and it is a very nice fit  lined with a little stretch but my gosh what a cheap poor quality zipper that looks like it was old and exposed to moisture because the metal parts have a white crusty substance! retailer you really need to check your merchandise before sending to your loyal customers. lately the quality has been declining a,0,Dresses
This looked like a simple  chic blouse  but the fabric felt cheap to me  like thin lining fabric. the neckline is too deep and wide as well and so not flattering.,0,Blouses
I love the shirt and it runs true to size everywhere but the arm holes. i bought a size small and the length was great  the fit was great  but the arm holes were gappy and big. i had to return it and was bummed because i loved it otherwise.,0,Knits
Material cheap. too small. good idea for design. love princess cut but bad material. good idea though. sending back,0,Dresses
Very disappointed when i received this. the colors and ombre fabric are beautiful. beading and embroidery make it a even more unique top however the shape ruins all of that. first it is nearly a crop top. second  it is boxy and it's attempt to be a swing top only makes it bulky. third  need to size down 2 sizes. had to return this.,0,Knits
This dress would have been gorgeous and consistent with retailer's aesthetic if the designs had been embroidered onto a thick silk/jacquard fabric to give it texture  which is how it looks from the photo. obviously it would have been more expensive  but in any case  this was just a really expensive polyester dress  which it says in the product description  but i gave retailer the benefit of the doubt  thinking if anyone can make even polyester look like a quality product  it'll be retailer. but now i,0,Dresses
This didn't work for me. it looks better unzipped. the piece made me look extremely top heavy  and i am by no means overweight  but i do have a larger chest on a small frame (36c  5 feet  115). honestly  it just made me look fat. the design is cute  but this is going back..,0,Sweaters
Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,0,Layering
I ordered these in both colors. the red is much deeper in person  more like a burgundy than pictured here. these tees are very slouchy. if you wanted a more fitted look  size down. these are very soft and very comfy and will pair well with ponte leggings and skinny jeans. the overall quality seems very good  although they are thinner than i thought they would be (they seemed like they would be thick and stiff to me based on the photos). ---------- overall these are very nice. but there is one is,0,Knits
I thought that this dress would be perfect for my 60th birthday  however i was disappointed when i received it. it is extremely heavy from the beading and i just did not find it pretty in person. it did nothing for me. also  it runs small and was tight.,0,Dresses
I also returned this dress after waiting weeks to received it.  i had high hopes for this dress as i really loved it online but what a disappointment when i got it.  the fabric is made of cheap poly that's shiny  thin  and clingy.  it shows every lump and bump you have.  the zipper at the back won't lay flat and keeps bunching up creating an ugly bump.  the sewing and hemline is uneven.  there wasn't a lot of thought put in in the print placement where the seams was sewn together in the midline,0,Dresses
"I bought these last year and loved them  however they came in tall sizes. this year they do not and the inseam is just way too short  even at 33"". im 5'7"" and  they barely graze the floor with no break in the pant leg. i prefer to wear them with boots and they will not be long enough even with a short heal",0,Pants
I loved the aesthetic but as a true hourglass shape  i was frustrated that it didn't have a little more give as i tried to pull it over my head. the fabric was stiff  and seemed to be lace over cotton? not entirely sure. i couldn't get past the feeling off the material.,0,Knits
I ordered the shirt bc it looked soo cute despite the fact many said this shirt was see thru. it's true.. had to return it,0,Knits
This is a beautiful dress  but the fit was strange. i have a small waist and larger hips. i generally wear a 0-2 in a fit & flare style  but styles like this i generally wear a 2-4 for my hips. even in a 4 this was catching on my hips and looked kind of dumpy on my top half.  i really think this dress would be great on a frame that had wider shoulders and smaller hips. it really is pretty.,0,Dresses
I love the design and fit and quality. have been looking for a long-line top like this and was willing to pay full price. i have that dreadful little roll right under my bust line and this sucks everything in nicely. smooths it all out. i'm a 38c and everything was contained nicely and fit great in the large top.     here's my issue - wore it once and the colors ran! i was so excited to wear this i didn't even wash the top (i rinsed and dried the bottom  though). and i'm not a swimmer. just let,0,Swim
I found this dress to be very short waisted  much closer to an empire waist than shown in the picture. it was also an inch or two longer in the skirt than other maxi dresses i've gotten from retailer. it really could have used those inches above the waist. just a strange fit overall.,0,Dresses
This shirt had an overpowering vinegar odor when i took it out of the packaging.    the mint green color was appealing but the styling did not look good and the smell was too much.,0,Knits
I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,0,Legwear
I ordered the coral/peach version in size 16. it ran small  especially compared to other size 14 or 16 maeve blouses i've purchased. very tight throughout the blouse. the product photos looked so nice compared to what arrived. the material was extremely cheap in quality. it wrinkled terribly. the bow pulled the material down which obscured the look of the eyelet. the idea of this was perfect for my style. unfortunately  the poor choice in material & poor fit made this a return for me.,0,Blouses
This is not a kimono. it's a cocoon. there's a huge difference.  it's also not made very well.,0,Jackets
The quality of the shirt is top notch. the fabric is lightweight and comfortable.  now the cons:  this top is cut like a square and fits wide which is not apparent in the photo. definitely not for me.,0,Knits
I love maeve and was so excited for this top which looked like an update from a last season favorite. unfortunately the fabric was stiff  it was tight in the chest and went straight down from there. returned.,0,Blouses
Mine came smelling like gasoline. not sure why  but i would have kept it otherwise. it's a smell that will be really hard to get out. looks like the picture.,0,Trend
I wore these pants to work and they fit and looked great! however the first time i put them through the wash they became all discolored and are completely stained and now are unwearable. very disappointing. did not spend that much money to wear a pair of pants once.,0,Pants
I ordered a regular size s and it was way too boxy for my body type and shorter than the stated length. i don't know if the length stated is from a size m  but the small was definitely shorter (in the front at least).  if you're petite with curves like me  it's not a flattering cut.,0,Knits
So much right but then....too short.,0,Blouses
This dress is so cute in the photo and fit true to size  but the material is slinky and felt cheap. the stitching was also poor quality. i am so thankful that retailer will let us order a batch  try on and return in store...this went back.,0,Dresses
I am 5'2 107lb and an xs petite.the embroidery was the only nice thing about this dress  but everything else was really unflattering -- the huge puffy sleeves especially. another reviewer said this was more like a shift  and she was right. not worth the price on sale.,0,Dresses
The styling of this top is so cute but the fabric is thin  kind of scratchy & has  almost no give to it.  it is very uncomfortable on & is very restricting as far as  movement is concerned.   cannot recommend - back it goes!,0,Blouses
I loved this shirt when i purchased it but it shrank badly and the front seam (on mine) was crooked. no longer have my receipt so not sure i can return it~ sigh. i do love the pilcro chinos i bought to go with it however!,0,Knits
I splurged on this pajama set for myself and now regret it. even though the design is adorable  the knitted fabric contains acrylic and started pilling a lot within the first week of wear. after a month and a couple washes  it looks horrible. it may be the worst case of pilling i've ever seen in a fabric. so so disappointed. it initially fit true to size but has stretched out a bit over time.,0,Lounge
Beautiful fabric! unfortunately  i had to return it. after just one wear  it had pills all over the side. fabric is too delicate. sad to return!,0,Jackets
I tried wearing it  however  i thought i needed courage to wear this tank.  unfortunately  i did not purchase this tank although i liked color and design.  first  it runs small than the regular size.   it feels even smaller because my size is xs.  in addition  it tends to exaggerate a body line.  i am not quite sure why this happens  but maybe it is just the way this tank is.  if you are confident about your upper body posture  then yes  it would look very cool.  however  if you have thin postur,0,Knits
I wanted to love this sweater but the fit is just awkward. it is very short and box and ends up being very short in the back. i am going to return this item.,0,Sweaters
The fabric and cut of this blouse are beautiful  but the v was so deep i could never wear it without a cami and i think that would ruin the look. i have a large chest  but the similarly cut blouse (without the textured fabric - from the same designer) fit me fine. this one is just cut differently. i even tried sizing up and down - to no avail. the photo on the model seems misleading because i don't see how the neck would lay flat or stay that high on anyone - even with a smaller chest. i was so,0,Knits
"What drew me to this shirt was the beautiful silver and gold embroidery on the front. the shirt was folded at the store  which makes sense because if it were hung it up  fewer people would try it on. this shirt is sheer from the front and more sheer in the back. this is what bugs me about so many ""clothes"" that are made these days: they are so cheaply made  so thin with cloth  that you are forced to layer with a camisole or something else in order to wear it in public. i can't wear sheer clothes",0,Knits
Not great quality  runs a bit lose  disproportionate (too large in neck and arms area),0,Knits
"Looks beautiful in the photo and the color in person is beautiful but it runs so so large that i think even an extra small would be too large for me. just for comparison  and i wish all reviewers would include this  i am 5'5"" and weigh 120 pounds. i ordered a medium which a small to medium is my usual size but i ordered the medium because i wanted to have room to wear something under it. i could have worn two sweatshirts under this sweater. unfortunately i have returned it.",0,Knits
This is more of an undershirt than a shirt. the material is very very thin and it shows everything. it was beyond unflattering on me. don't buy this unless you have a knockout thin body.,0,Knits
Just not cute. i don't know how else to describe this top. i am a 34dd and ordered a large. it fit and was comfortable but the peplum had way too much fabric it actually made me look much bigger than i am. i would possibly have tried a medium but it wasn't in store so i returned.,0,Swim
I ordered two sizes. when the package came i was skeptical as it was very light and thin. both shirts were in the bag. the style is just okay. the shirt is extremely light weight. i was not impressed with the fabric. i am returning both. definitely did not think it was worth the price.,0,Knits
This is a very soft and comfortable jacket but it has holes in the pocket area. it was returned to the store and the other jackets had the same problem although not in the same area. the store was considering pulling the product off their shelves. it is unclear if the holes are just the beginning of a pocket or what. but it was flawed by everyone who looked at it.,0,Lounge
"This dress looks great online with boots as shown. when it arrived and i tried it on  it fit great on my arms  wasn't too tight on my neck  but once it went down over my chest (36c)  the dress never came back ""in"" to show my feminine waist/shape. it just looked like a big trash bag on me  very disappointing! similar to a mumu.",0,Dresses
It's a rather boring tank. i thought it'd be perfect under a cardigan for work  but decided against it. the fit is boxy  and does not look good on a girl with curves.,0,Knits
The design is gorgeous  the fit is great and the fabric drapes beautifully and is very comfortable. however  it's extremely see thru.,0,Blouses
Very disappointed. the cutouts started to rip the first time i wore it. i've only worn it twice and i love it but the cut outs are embarrassing.,0,Blouses
Super itchy! had to return.,0,Legwear
Looked really cute on the hanger  so i took it with me into the dressing room. the fabric is super soft  and the top is very flattering however the bottom is way too short! you can't tell from the picture but the sides are rounded and go up higher on your leg. the model has the waist band pulled lower than i think you'd most likely be wearing it making the outfit appear longer. i wish i could pull this off...maybe i'm just too old for it.,0,Shorts
I love the color patterns and fabric.  it has full lining!  my biggest problem with the dress is the swing style - makes it more like a maternity dress and so unflattering?  a straight (shift) style would have been much better.  dress runs large  however the arm/shoulder area is tight.,0,Dresses
"The lace and fit were good. but the length seemed awkward to me given how boxy and flowy-ish the dress is. it felt like a baby doll with sleeves or something. and i hated the ""outside"" middle material  hated it. it felt cheap and odd when compared to the lace. maybe i was just not in the right demographic for this piece.",0,Dresses
I really wanted to like this dress and was so disappointed when it came in the mail. if you have any sort of hips  the light pattern in the middle doesn't do you any favors. this made my hips look soooo wide! and the seaming and gathering in the middle was just off. if it was one continuous piece of fabric it might look better. with the seam  the pattern was cut up and looked pieced together. that just drew too much attention to my stomach and hips. it had to go back.,0,Dresses
The color is as pictured. good quality. it's lined. the zipper in the back makes it look updated. i ordered my usual size. small petite size 6. it fit perfectly. i'm 5 feet and 120 lbs. hourglass figure. i had high hopes. i have hips and short  heavy legs. the skirt only emphasized my flaws. if you've got great legs you will do well with this. i do own other short skirts. but the fact that is less tailored in look makes it better suited for a younger gal. if you're on the fence give it a try. it,0,Skirts
Unfortunately  this dress did not work for me like the other reviews. i am 5'8  130lbs  and the dress looked like a tent on me (size s). there was just way too much material at the bottom. also  while the dress is lined  both layers are quite thin- not see through  but i would not call them substantial either. for the cost of the dress and the material  it wasn't worth paying more to have it tailored to fit better.,0,Dresses
I really wanted to love this shirt. the fit was great  and the fabric just felt beautiful. luxurious  soft and flowing. but the collar was frayed... in addition  the little keyhole area fabric also had to be carefully handled to make it look smooth and not like bad workmanship. i put it aside to return it  then this morning went to have another look at it  wanting to talk myself back into it. but i can't overlook the fact i'd be ordering a new shirt that would look time-worn. it may be only this,0,Knits
I usually love a cowl neck sweater but not this one. you can't wear it off the shoulders and it's weirdly sheer too. the only pro is that it doesn't include wool or fur.,0,Sweaters
The top of this suit was not proportioned well. i am normally a 34c so with swimsuits i vary between a small or a medium. the cup size on this was very small for a medium. the band to hook in the back was almost too big. there was no way to adjust the band in the back and the cups were clearly too small for a c cup. the print was darling but unfortunately this will have to go back.,0,Swim
So i'm not sure if its just my body type or what  but this did nothing for me. the bottom  which i thought would be too big was actually too small in both the small and the medium (i'm a size 8 bottom) and then when i sized up to the medium it was still too tight and then the top was loose. i just think this one is going to take the right body type. it could look really beautiful on the right person  just not me.,0,Pants
The dress is pretty  i ordered a 4 and 6 not knowing how it ran  i took both back the neck is too tight!,0,Trend
"Tried this on at my local retailer  the red color is pretty but not a ""true"" red. the fabric has a nice weight to it not the usual thin stuff that retailer seems to offer these days. two big problems though- the top is very low cut and i could see it ""opening"" up to the world! and the armholes are cut so big and low that you could see the sides of my bra  this is a deal-breaker for me  it can't be fixed.",0,Knits
This would have been cute if it was more fitted. i am 5'7 and 125 lbs and the small was too wide. i didn't try the xs because the small was almost too short in the sleeves and so was the length.,0,Knits
Such a pretty fall sweater. nice fit. wore it once out shopping and it snagged :( had to return  sadly.,0,Fine gauge
"I followed the other reviews and sized down. normally  i'm a small/medium in retailer (5'8""/135 for clarification) and i expected the garment to be a bit roomy. i ordered the small and when it arrived i almost called the corporate office to ensure i didn't have to pay rent on the romper  given that you could comfortably fit a small family of five in it. oddly  the arm-holes were normal sized? i returned this mess.",0,Shorts
"I'm a rather small person--5'2""  about 100 lbs  32a bust. i typically take a 24p/00p/xxs. knowing how retailer's sizing is a bit all over the place  i ordered this tee in both xxs and xs  planning to return the size that was less preferred. imagine my surprise when i try on one of the tees and i barely can get it on; imagine my further surprise when i realize that the xs is the tee that was so clingy. now i realize that this is supposed to be a body-skimming tee  but even as petite as i am  i coul",0,Knits
