review,sentiment,product_category
Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,0,Layering
Really cute dress. i bought the white. i am usually a size 2 in retailer dresses but i could not even zip this! side zip was also slightly awkward. had to return  waiting for the 4.,1,Dresses
I have the long sleeved version of this dress and was super excited to try on the sleeveless version  but it just didn't work nearly as well. the armholes are huge and will definitely show quite a bit of bra. the black pattern was also nothing special. i like the mock turtleneck and the dress has a nice swingy feel - would consider getting it if it went on sale.     i tried on the small and the extra small - didn't notice a difference between the two. i think i have on the xs in the photo.,0,Dresses
Nice design but very wrinkly fabric that doesn't fall well. also  as has happened to me before  retailer sent me a dress clearly worn/used and returned by someone else with hair all over it. you would think they would at least look at returned dresses to make sure that the returned clothes were free of stains and hair before they send them out.,0,Dresses
This is a nice choice for holiday gatherings. i like that the length grazes the knee so it is conservative enough for office related gatherings. the size small fit me well - i am usually a size 2/4 with a small bust. in my opinion it runs small and those with larger busts will definitely have to size up (but then perhaps the waist will be too big). the problem with this dress is the quality. the fabrics are terrible. the delicate netting type fabric on the top layer of skirt got stuck in the zip,0,Dresses
I was thrilled to find a wide-legged pant in a natural fiber and ordered two pairs - l and xl. the l came first and was a tad too close for comfort so i returned it. when the xl arrived it seemed roomy but after my first wear the fold-over jersey knit waistband stretched out and the pants were dragging on the ground. they seem really huge on me and i now have to wear a belt to keep them up. the fabric also seems to be pilling easily- overall not my best retailer purchase (and i am a huge fan,0,Pants
I got this in black. will probably get in the purple print too. the purple is a bit more casual  while the black can be work appropriate if with a nice top. very comfy.,0,Skirts
I was so excited to receive the playa tunic in the mail! i love the colors and the flowy bottom and raw edges. this tunic could be worn as a dress or with jeggings  jeans  or leggings. this is a wonderful fall transition piece!!,1,Knits
I was so excited to try this on--but this was a big nope for me unfortunately. i ordered both an xs and s (i normally wear a s)  both hung horribly on me  they were just too big. i love a boxy  oversized silhouette but this sadly didn't flatter me in the least.,0,Knits
I had such high hopes for this dress and really wanted it to work for me. i initially ordered the petite small (my usual size) but i found this to be outrageously small. so small in fact that i could not zip it up! i reordered it in petite medium  which was just ok. overall  the top half was comfortable and fit nicely  but the bottom half had a very tight under layer and several somewhat cheap (net) over layers. imo  a major design flaw was the net over layer sewn directly into the zipper - it c,0,Dresses
Fits well through the shoulders and arms  but there is zero waist  and it just looks like a bunch of extra fabric hanging from the top. super cute  but have to return because of that.,0,Blouses
A swing top by tiny done right. this is a well made top that fits in all the right places  no gapping arm pit! the fabric has a design in it and i think this is a blouse that can be worn all year. the blouse does run large and depending on the chest size  you may have to go down two sizes. i went for the large at first just because swing tops are so short but realized i would need a medium and the length was still perfect. it did not flare out to where you looked like an expectant mother.,1,Blouses
I was very impressed with the quality of the satin. this top can easily be dressed up or down. i purchased the white and love it! the almost full zip back makes for easy on and off. i ordered a medium and think it runs a little big.,1,Blouses
I just got this in the mail and was so excited to try this cute top.....but it's completely see-through! unlike the photo shows  the lining is not included. quite a disappointment top is well made though no give in the fabric.,0,Knits
This wrap is awesome. soft material  perfect length sleeves with thumb holes (!)  and warm  great for layering.,1,Lounge
I was hesitant to order this top since i didnt know how well the design would be made on the front. i liked it  but sometimes items are different when you get them. this shirt was as pictured! the design is well made and there are no stray strings and i think it's probably one of the nicer designs available. the top iis a dressier fabric but can be worn with jeans as well as dress pants. also  some shirts with this cut are skimpy in the front and leave more skin exposed than what you see here. t,1,Knits
This sweater is much more cropped than shown. the sweater i received was only 24 inches long. the color of the trim is black  not the navy or plum that i expected. quality does seem good.,0,Fine gauge
I remember seeing this great jackets online and knowing that i would have to have it! so i traveled to the store to try it on. the ruffle on the bottom was beautiful and fluffy and just like the pictures. the color was perfect and it was lightweight enough i could get more uses out of it that most of my coats in the texas heat. so i tried on the small. the didn't quite button over my bust  and i did an arm wiggle that made the arms too tight near where they met my body. no problem  medium it is.,0,Outerwear
This top arrived today  and after trying it on  i wanted to leave a review to say that the shirt is 100% without a doubt pinned back on the model in the product picture. the fit is designed to be loose  so i don't think anyone could possibly get the same look as the model even if they sized down. i've included a picture of how it fits naturally  and a picture of how it fits the model as i hold the fabric back. it's still a cute shirt  just not the flattering top i was expecting. i'm debating on,0,Knits
I love this top (so cute and comfy!)  but i wore it twice  washed it once on gentle and layed to dry.....now there are 2 small holes in the front. for as much as it cost  i would have expected it to be more durable. very disappointing  especially since i don't live near an retailer and can't take it back easily......,0,Knits
I'm 5 ft 7 125 lbs true size 4 and these pants made me look like i had boy parts. super disappointed!,0,Pants
I just saw this in the store and had to pick it up. i just love this green color and can imagine it going with a number of different types of tops/dresses. i personally think this looks best with a chambray button down shirt with this vest over it  paired with slim fitting black pants and boots.,1,Sweaters
Cute but too thick and rough,0,Sweaters
This is a beautiful dress. the quality is excellent. the 3 layers and the embroidery are beautiful... however it just didn't look right on me. it looked like a maternity dress. i am very petite  short with a big bust and it just did nothing for me. i think this style would look best on a tall woman with a smaller bust. unfortunately i will be returning this dress.,0,Dresses
"This dress was too cute to pass up! i loved it online but when i got it home  it was so tight i couldn't zip up my normal size. the length was perfect on me being 5'7"". the fabric and detail was beautiful. if you have a bust  order a size up. beautiful dress just really snug up top.",0,Dresses
Just piping in here -- ordered my usual size of small petite. the slip that came with the dress is about a size negative zero  it could hardly squeeze over my body and the dress itself is a bright pale aqua and it is a shift. and because of the smocking it hangs very strangely. i think it looks very cheap and is ill fitting. i would say if you are a person on which shift dresses look awesome you might like this  but mind the size of the slip in the petites range  and also it is aqua.,0,Dresses
The pictures of this dress do not do it justice. i bought it  cut the sleeves off to be even with the waist line and belted (with a slim belt ) and it is perfect! it actually becomes a very sexy dress  it is a true wrap with a deep v and the vent in the back  i mean this dress paid dividends at the end of the night (to be very honest)!    wearing this to south beach  it will be perfect with strappy  high heels.,1,Lounge
The shirt design is very nice  but it fits very loose. it will not look good if you are heavier as this shirt will make you look wider because of the baggy fit. the sleeves though are fitted and feel a little tight. the material of the sleeves also is very itchy and feels like some wool material.,0,Knits
Perfect summer/fall top. can also layer it. i wear it over a tank tunic and love it.,1,Blouses
"Another reviewer said it best  ""i love the way this dress makes me feel."" i couldn't agree more. the lines are perfect and effortless.   with all the different reviews on size  i went into the store to try it on. i am usually always a s or m at retailer and a s fit perfectly. i think sizing down any more takes away from the casual look of the dress. i am 5' 5""  130  and have a small bust.",1,Dresses
I saw a lady trying this on in the store and fell in love with sweater. picture does not do it justice! there is so much detail. my usual size is small and it fit perfect. well worth price.,1,Sweaters
Soft  comfortable  stylish. i eagerly awaited the arrival of this beautiful sweater and was not disappointed. the sizing was accurate for a perfect fit and i love the feminine detailing and shape of the necklne. the ribbons add an extra touch of style to a sweater that is both casual and elegant at the same time. very versatile.,1,Sweaters
I really liked this top but when i tried it on it was big and too boxy. i considered ordering it in petite but the sales person said that the cut would be the same  boxy but shorter so i decided to pass.,0,Blouses
"I bought the s; came with a tag saying ""sz 8"". it is in fact more like a size 2  if not 0.     the bust is probably a 34 a or b  or 32a or b - the cups fit me relatively well  but the rest was so tight that i could barely manage to put put it in. i can't imagine wrestling with this bathing suit each time i want to wear it  so i will return it.     the fabric  design is as spectacular as it looks though... very good quality.",0,Swim
At first i was interested. i liked the color  the soft tencel fabric  the cut in the back. it was all good. they didn't have my size in the store so i had to order it. when it arrived in the mail it was folded up and wrinkled. i tried it on and it looked like a lifeless unstructured blazer. i sent it back.   all in all  it is cute and fun for warm weather. it is definitely a casual blazer. i'd probably wait for a sale on this one.  it does run tts.,0,Jackets
I really like this skirt but unfortunately there is no lining  so it's a bit see through under the light. also there is no hook at the top of the zipper to secure the skirt. i just think that with this kind of price  the skirt should come at least with the lining. otherwise  it's beautiful skirt  flowy and very feminine.,0,Skirts
I love this top  very slimming and cool fabric. only problem it is very delicate and will snag  as a mater of fact mine arrived with a hole in the back. i'm returning for exchange as i love the way the top looks  but know i will have to be super careful not to snag the fabric.,1,Knits
Flattering poncho  pair well with leggings or skinny jeans and booties,1,Fine gauge
Not sure why it has gotten good ratings and or why sold out online periodically. awkward fit and flares quit a bit at waist. also has extra material at waist line so does not look flattering.,0,Knits
Such a pretty fall sweater. nice fit. wore it once out shopping and it snagged :( had to return  sadly.,0,Fine gauge
This was very tight in the bust in my typical size. it fit more or less everywhere else  but the material has no give. so unless you are the precise measurements of the dress  this will be a hard dress to wear.  the color is really lovely though!,0,Dresses
I eyed this for so long hoping it would go on sale. i finally bought it during the 20% off retailer members day. sized up from my usual size 4 to avoid the buttons on the bust looking like they were about to burst free. the rest still fits way. i absolutely cannot wait for the next rainy day to wear this!,1,Blouses
This blouse is quite stiff. i wouldn't mind the boxiness if this blouse weren't so long. even if you size down  because of the eyelet and the cute hem  it would be difficult to shorten this blouse to fit.,0,Blouses
"This is a beautiful quality knit. i do wish that it was a tad bit longer...i'm 5'7"" with a long torso and found it to hit like the model shot. since the sweater flares a little at the bottom  i think it might be more flattering a little longer. keeping this regardless because it will still get plenty of wear.",1,Sweaters
This top is really pretty and flattering. i bought my usual size and its loose and flows without being too boxy. the pattern is beautiful and the band on the top stays up well.,1,Blouses
Ahhh  i should have listened to previous reviews. indeed  this top runs very large. style wise  it is ok. i would say you could do much better at retailer.,0,Blouses
Cute top. a little delicate. my top arrived with a rip in the sleeve. fortunately  my tailor was able to fix it.,1,Knits
Went to the local store today for something else and left with this in the cream color. it is just simply awesome. i could have worn the s but felt that the m would be a little better. i'm between a s and m most of the time. can't say enough good things about the quality and versatility of this sweater. great piece for cooler summer nights and for a cover up for pilates/yoga. can't wait to wear it and now i'm tempted by the teal.,1,Sweaters
When i saw this dress the model was standing in an outdoor setting and i fell in love with it but then i noticed the model in an indoors photo the dress looked different. as i studied the difference  it was the way the plaid fell on each dress. the one i liked fell more vertically giving it a slimming effect and the others were horizontal giving it a widening effect so  i went to my local retailer to see. they had the one i liked on a dummy. it is tts and the plaid matched perfectly. the front flo,1,Dresses
Well  the model looks great and i really like interesting unusual designs as it can be really unique for very long time. i tried and when i opened package it was funny looking tent with several beautiful buttons. fits like tent  long  huge  make me look like i am on military trials and i supposed to be some sort of target.,0,Skirts
Lovey top in the photos. however  its fairly large and the chest area can make you look even larger. i'm 5'3  118lbs  36c. generally wear xs or 2s in retailer tops. ordered the xs but it was just too large and unflattering. the lace work is so pretty. it has potential but the design doesn't work well for some.,0,Knits
Way to v necked- other than that would be a nice go to top. needs a cami.,0,Knits
"Was really looking forward to this sweater  but it's not a cardigan  it's a poncho. i can't decide if it's fun-quirky or just odd. it's gorgeously made  and extremely soft  but i do wish it was actually sleeves. i haven't decided if it's something i will wear or not. my husband referred to it as ""batwings."" that should have been depicted in one of the photos.",0,Sweaters
I wanted this dress to work so badly but if you have any chest or any hips this won't work for you. i tried in petites and regular and it just didn't work at all,0,Dresses
This dress is comfortable as well as flattering  which does not happen very often! looks good with navy tights too!,1,Dresses
Super cute and comfy pull over. sizing is accurate. material has a little bit of stretch.,1,Lounge
"After trying several sizes  including petite and regular  i am sad to return this dress. the regular sizes were too long on me (i am 5'4"") and although the petite fit me just a little short  the biggest issue was how tent like it fit me. i wanted it to look like it does on the model but i just couldn't get the fit. usually i have great luck with cloth & stone.",0,Dresses
I bought this to wear to holiday parties  but it would work for any special occasion. the embroidery is gorgeous and really pops on the black background. the dress itself is a brushed cotton that is thick enough to not to show every bulge. i said it runs tts. i bought the size 2 and normally would wear a 2 or 4 in retailer dresses. the dress is fitted through the torso and flairs at the hips  so you may want to size up or down depending on your body type.. i did not have any issue with the armhole,1,Dresses
Runs very large. ordered a smaller size due to other reviews but should have ordered several sizes smaller,0,Knits
"Regretfully  this dress is on its way back for an exchange. the dresss is beautiful and fits true to size  i ordered it in both colors  however  the black has a defect in the lace right on the front of the dress  and the white was tearing in a few spots under the arms and on the bottom. again  the dress is so pretty and i am hoping retailer will find me one without bunching  pulls   or tears for an exchange  but i can't pay 130"" for a dress that is already torn.",0,Dresses
I want to love this shirt  i really do  but it's huge! the top is tent-like  which would be adorable with skinny jeans  however the length of the back dips so low  the top kind of reminds me of pajamas. the color is beautiful  more like a light grey heather  and the white piping is like a shimmery ribbon material. overall  the top is cute  but it dips too low in the back and the bow weighs down the back of the shirt  so it makes it hard to adjust it in the front. sadly  it's a return.,0,Knits
I ordered this in size xl and it ran small. i'm a pear-shape and thought this style would be flattering. i have a few other peplum-style sweatshirts from retailer that are my favorites. but  the cut on this is tighter so the bottom layers gap and don't flow well. i found it to run short too. it's cut one size too small. i would have sized up but  being xl  there's no option for that. i'm returning mine.  the applique is done well and is cute. the colors look the same in person.,0,Knits
I ordered the blue version of this dress thinking the accent stripes were black. they were not ! they were wine colored. i liked the color  but not in combination with the other colors in the dress. black would have been a better look. i had to take it back. sad...,0,Dresses
Well  i totally disagree with the previous reviewer on this one! i think this top is very pretty. yes  it does hide any flaws in the tummy  but it is not wide nor does it make you look pregnant (side or front view). i am 5 ft  2 inches  broad shouldered  36c and the small fit nicely (i usually wear a small to medium in retailer tops). i am thinking of purchasing the xs as there is still plenty of room around the chest/arm area. the lace is pretty  looks good worn with a dark colored pant. the only,1,Blouses
Classy pants that can look casual or sophisticated. my husband loves them on me. for a dinner out i dressed them up with a top from retailer. i think these will be a must on my trip to florida this winter since the pants will look great with a t.,1,Pants
I wanted to love these  but the zipper is extremely short and they were not flattering on my thicker thighs and large behind. the fabric is so soft  however and the color is great. would work on a less curvy woman!,0,Pants
"I cannot imagine this dress working in any size. i am a small  thin and average height woman (usually a 25/26 in pants  a size 32c bust  and 5'6"" tall). this dress was huge. i sized down to a 2 ( i am always a 4 in dresses) and this dress was still big... i do not know if i could size down to a 0 though as the shoulders seemed to fit right. it was ginormous. i got it for a wedding in two months and i will be 3 months pregnant  it still wouldn't work unless i was 9 months pregnant and carrying tr",0,Dresses
I opened the package and the dress is two pieces. it is the skirt part with an orange cami top that the sweater goes over. the sweater was too short for me  as i am busty and would not work. i ordered my normal size and the band around the rib cage did not go from side to side so i didn't try it on.,0,Dresses
I really wanted to like this top  but unfortunately it is not as pretty or flattering in person. the yellow looks dirty in real life  not pretty like the picture. it is also a strange fit/shape when it is on. i tried it on in the store and did not like it at all.,0,Knits
This skirt is a rare find. slimming  flowing  and best of all  it finally sits on my waist and not on my hips  while hugging the hips in all the right places for the streamlined and sexy look. the fabric is substantial  yet soft  so no weird sticking out sides. the color is delicious very pale-tea-rose  better in person that the picture here  and is fresh for summer. nice length for office. easy to pair with either fitting or loose top/s and jackets. i also got a distressed denim pilcro west to,1,Skirts
"I had this in my cart for ages  waiting for a sale and debating the dress in general. i am delighted as it did finally go on sale  i bought it  and it is fabulous!!! my measurements are 36/28/39  i wear a 34d bra  and the small fit perfectly. the only problem i have had with it is that the lining in the front shows about 3/8"" at the bottom of the dress once i have worn the dress. what seems to happen is that the dress creeps up due to its wrinkling  but the lining does not  hence the showing. i",1,Dresses
Just received this beautiful jacket of quality wool and superior design. i love it and wore it christmas eve with tailored black pants. the fit is perfect in the shoulders  sleeve length and generous in the hips  waist. i used the tie to gather it in a bit at the waist  but plan to have an inch or so taken in on either side at the hip to avoid my looking too wide. a matter of preference  but i have most things tailored--a must at my age! i felt young and attractive rather than old and non-descri,1,Sweaters
They ripped on the inside upper thighs of both legs less than two months after purchase. i've washed them once  and wear them a few times a week  so they're certainly not worn out. i've never had a pair give out even close to this early. i loved the cut of the jeans and the softness  and they hold their shape well after multiple wearings. the color is lighter than pictured. i paid full price (the most i've ever paid for jeans) because i'd heard good things about jean shop quality. even at sale p,0,Jeans
I tried on these jeans in the store because they were so soft  but had to order my size. when they arrived  the wash on the jeans was worn enough that they looked a little dirty. i prefer to have a dressier jean in a dark wash so i am returning them. my normal pilcro pant size is 27 and these were a little large in the waist. not sure if they would shrink with washing.,1,Jeans
Bought this dress online and it came in missing a button. the dress is really pretty  and comes with a tan linen slip. i bought a size down because the dress runs a little large. also the sleeves are kind of puffy but overall the dress is elegant and pretty.,1,Dresses
Cute skirt! i bought it to go with boots (tall and short) and looks great. if you pair it with the right top  it reminds me of the funky eclectic retailer look that this retailer is famous for! i usually wear a size 2 or 4 and i went with the 2 because it didn't hang so low. but that's just me.,1,Skirts
This jacket has cute details. i like the front pockets and color. it has no shape and is about 1 size bigger than marked. i felt like a sack of potatoes in it.,0,Jackets
